0003F1DE,"SHOWROOM"
77A2DD0B,"Control, I just ID'd a wanted vehicle exiting a building on Troll Pass."
77BC25AB,"Maldives"
77C57A62,"New Lamborghini Veneno livery: No Control"
77EBCB78,"Unlocked at Assignment 19 ENF"
78162894,"CAR PERSONALIZATION"
781E5A26,"A3"
7821CCF4,"Lamborghini Gallardo LP 570-4 Super Trofeo UC"
78221DD5,"Lamborghini"
782605AA,"“Locked In A Cage”"
782605AB,"Performed by Brick + Mortar"
782605AC,"Written by Brandon Asraf, John Tacon, Shep Goodman and Aaron Accetta"
782605AD,"Published by Brick + Mortar (BMI), Drawoc Publishing/EMI April Music, Inc. (ASCAP) and Needletown Publishing/SonyATV Allegro (ASCAP)"
782605AE,"Recording courtesy of The Island Def Jam Music Group under license from Universal Music Enterprises"
78432AC8,"All officers be on the lookout for a high speed vehicle on Laguna Rise."
78432AC9,"All units, we have a visual on a speeding vehicle on Laguna Rise. Be advised, target is a Racer."
78432ACA,"Dispatch to all vehicles. Officer reporting a Racer spotted on Laguna Rise. Stay alert out there."
78442CBC,"Fleeing in an {0:~} with {1:d} Friend"
784A9E84,"I am only first. Only fastest."
7858E1EA,"I've made a drop to slow that Racer down. Maintaining code 3 pursuit."
7858E1EB,"I'm going to make a drop to slow them down.  Other units keep eyes on the road."
7858E1EC,"I'm trying to take him out.  Other units watch out for hazards in road."
7866EBA0,"TURBO"
787C5E95,"Rapid Response initiated"
787E04F4,"F-150"
78874705,"Audi A3"
78966C68,"EA Certification - Project Manager"
7896B291,"Dispatch, suspect has been charged. Other targets remain at large."
7896B292,"Target's in the system, Control."
7896B293,"Arrest complete. Chalk one up for the good guys."
7896B294,"Be advised, Dispatch, target is under arrest."
7896B295,"Suspect is in the bag."
7896B296,"Another 10-44 in the system."
7896B297,"That's one less criminal on the roads, Control."
7896B298,"Code 3 suspect detained, Code 3 suspect detained, we have him."
7896B299,"Dispatch, be advised that we have taken suspect into custody."
7896B2B1,"We have him, we have him. Suspect detained."
7896B2B2,"Dispatch, we got him. This guy's going nowhere, over."
7896B2B3,"Dispatch, we got the guy and we're bringing him in. Pursuit closed, over."
7896B2B4,"All units, we got him, we got him, suspect detained."
7896B2B5,"Be advised, have stopped and detained a 10-44, that's one less over."
7896B2B6,"Dispatch, we have one those Street Racers detained, we're bringing him in, over."
7896B2B7,"10-44, stopped and detained, advise if I'm to join continuing pursuit, over."
7896B2B8,"Dispatch, 10-44 stopped. Show this pursuit as closed, over."
7896B2B9,"Dispatch, 10-44, stopped and detained. Advise re-tasking back up to continuing pursuits, over."
78A117A0,"CAPS LOCK"
78AC7E37,"We are faster, leaner, stronger"
78B3F1A9,""
78CD765B,"XJ220"
78EB5335,"MULTIPLAYER"
78F98B49,"Unlocked via OverWatch"
7907AC49,"I am on Laguna Rise and commencing sweep of the area."
7907AC4A,"Starting my patrol sweep of Laguna Rise"
7907AC4B,"Patrolling Laguna Rise"
7931EE7B,"Unlocked at Racer Rank 3"
79326816,"C 63 AMG COUPÉ BLACK SERIES"
7945178E,"Be advised, I'm tracking a named suspect emerging onto Grand Peak Drive. I'm on him."
7945178F,"Control, I just ID'd a wanted vehicle exiting a building on Grand Peak Drive."
795A4B73,"Pursuing Racers in a {0:~} with {1:d} Friend"
79631E85,"Unlocked at Assignment 15 UC"
7963E43D,"DECLINED"
7966A5FD,"United States Minor Outlying Islands"
7972AA38,"Patrolling in an {0:~} with {1:d} Friend"
7979118E,"I am not you."
7979118F,"I am the life you're too scared to live."
79791190,"The animal deep inside that you're afraid to unleash."
79791191,"Wild."
79791192,"Free."
79791193,"I am the reality show."
79791194,"The 15 minutes you'll never have."
79791195,"They say speed kills..."
79791196,"but if you aren't speeding, then you aren't living."
7993A3F5,"Escape time"
799B54F5,"Mercedes-Benz C 63 Black Series UC"
79B4E16F,"Pursuits escaped without using a Turbo: {0:s}/{1:s}"
79CFEFEB,"New Result"
79DC28E3,"Pre-Order Unlock"
79E6B361,"I'm setting up a race. Form up if you're in."
79E6B362,"Open challenge here for anyone that wants one."
79E6B363,"Anyone want to race?"
79E6B364,"Heads up. I'm about to get a race going here."
79E6B365,"I'm about to get a race underway."
79E6C577,"Code 3 suspect is hit.  That definitely made him take notice."
79E6C578,"10-44's weaving. That shook him up."
79E6C579,"Control, I got a confirmed hit on that 10-44."
79E6C57A,"That did it. That gave him a good shove."
79E6C57B,"Control, Target hit.….He definitely felt that one."
79F4C938,"Difference"
79F9B8E0,"Revved up and ready to go."
79F9B8E1,"Let's get started."
79F9B8E2,"Let's do this."
7A09614B,"I'm getting a race going on Last Stallion Ranch."
7A09614C,"New street race on Last Stallion Ranch. Form a line if you're in."
7A09614D,"Need a couple more Racers on Last Stallion Ranch. We're trying to get a race going."
7A09614E,"I'm setting up a new race on Last Stallion Ranch. Who's in?"
7A3B0DF0,"Wreck a Porsche"
7A4BCB15,"This is 2 Charlie-7, am in pursuit of high speed vehicle on Base Point Drive."
7A4BCB16,"Dispatch, am pursuing a 10-41 on Base Point Drive."
7A4BCB17,"Dispatch, I've got a 10-41 on Base Point Drive, am in pursuit."
7A4BCB18,"All units, I have a 10-41 moving along Base Point Drive at high speed."
7A6D6517,"Saving player profile data. Please do not turn off your system."
7A7AB65A,"Officer reporting pursuit of Street Racers on Sunset Tunnel. All units respond."
7A7AB65B,"All units near Sunset Tunnel. Officer in pursuit of multiple targets requires assistance."
7A7AB65C,"Pursuit of Street Racers in progress on Sunset Tunnel. Pursuing officer is Code 3 and requests immediate backup."
7A7DF571,"Gullwing Drive Road rule over {0:s}"
7A852198,"Car description is a Ferrari F12 Berlinetta."
7A852199,"The vehicle sought after is a Ferrari."
7A91B727,"All units, be on the lookout for a street Race, last spotted heading down Grand Peak Drive."
7A91B728,"All units near Grand Peak Drive, we have an street race in motion. Move in and intercept."
7A91B729,"All units near Grand Peak Drive, be advised, we have a 10-44 in progress. Pursuing officer is Code 3."
7A9A9D3A,"Get {0:s} Near Misses"
7AADD6C7,"There are many different kinds of events Cops and Racers can enter across Redview County, with new ones to discover as you increase Rank.   Every Event in Need for Speed™ Rivals except Racer Interceptor can be started as a Single-Player or Multiplayer Event.   To play an Event with a Friend, just make sure you are both in the Start Area and playing the same Faction when initializing the Event and you can complete it together."
7AB5A424,"McLaren F1 LM UC"
7AB5F505,"McLaren"
7AD23711,"This pursuit is Northbound."
7AD23712,"Code 3 is Northbound, repeat, Northbound."
7ADA2690,"Turn voice chat on or off."
7B06AF30,"Stars and Stripes"
7B33618D,"UI Artist"
7B344902,"CUSTOM COLOR"
7B395681,"Friends"
7B4DD4E5,"Make {0:s} Cops crash"
7B548121,"Orange Crush"
7B6185B0,"Head-on hit a Cop"
7B6390C1,"Chevrolet"
7B6B1BFC,"Control, I've identified a 10-41 on Sunset Tunnel."
7B6B1BFD,"Control, I have a visual on a vehicle moving at speed on Sunset Tunnel. Target identified as a Racer."
7B6BDCF2,"RACER PROGRESSION"
7B7A7B62,"Busted 10 Racers in a Mustang"
7B7ACA94,"Ghost UK"
7B7F4E37,"All units stand down. Pursuit complete. Dispatching clean-up for wreckage clearance."
7B7F4E38,"Good work out there. We'll have someone over ASAP to clear the debris. All units return to designated patrol routes."
7B7F4E39,"All units stand down and return to your default patrol routes. Good work out there, people."
7B7F4E3A,"All units stand down from Code 3 and return to standard patrol areas. We'll have someone there ASAP to clear the wreckage."
7B7F4E3B,"10-4 that. All units, pursuit has concluded, return to designated patrol routes."
7B7F4E3C,"Roger that, all targets have been apprehended. Clean-up team is in transit."
7B7F4E3D,"Good work. All units stand down. We'll take it from here."
7B7F4E3E,"Reports show Code 3 suspect has crashed. Driver detained, over."
7B7F4E3F,"Code 3 suspect in 11-50, units on scene. Driver detained, over."
7B7F4E57,"Be advised, suspect has crashed. Driver detained, over."
7B7F4E58,"Code 3 suspect is 11-50. Pursuit terminated, over."
7B7F4E59,"Code 3 pursuit ended. Suspect has crashed, over."
7B7F4E5A,"Code 3 suspended. Suspect has crashed, over."
7B7FE564,"Lcnce n Rgstrtn pls"
7B81ECB7,"Marshall Islands"
7B96F34C,"You looking for a race?"
7B96F34D,"You up for a challenge?"
7B96F34E,"Let's get a race going here."
7B96F34F,"Think you can beat me?"
7BA2A504,"Events"
7BAAA0C5,"Route"
7BCDF440,"The email address or password you entered is incorrect."
7BD57587,"New McLaren 12C Spider livery: Scream Tactics"
7BDF3A80,"Lamborghini Murciélago LP 670-4 SuperVeloce UC"
7BDF8B61,"Lamborghini"
7BEC0A9A,"They have nowhere to hide"
7BFA38D5,"I am not you."
7BFA38D6,"I am the life you're too scared to live."
7BFA38D7,"The animal deep inside that you're afraid to unleash.  Wild.  Free."
7BFA38D8,"I will seek out the limit, and blow right past it..."
7BFA38D9,"We're coming to you with live footage from Backbone Ridge where the racer known as Zephyr has just tumbled down what looks like a fifty foot cliff."
7BFA38DA,"Paramedics are making their way to the crash site as we speak, but from this vantage point, it's hard to picture anyone surviving a wreck like that."
7BFA38DB,"I am the reality show."
7BFA38DC,"The 15 minutes you'll never have."
7BFA38DD,"They say speed kills..."
7BFA38F5,"but if you aren't speeding, then you aren't living."
7C07716E,"GLOBAL TEST ORGANISATION"
7C19F52B,"911 GT3"
7C4A8ABD,"We will have our revenge"
7C5DF951,"SHOCK RAM COUNTERED"
7C626B2B,"Unlocked via OverWatch"
7C6BB688,"T-Bone a Racer"
7C6D5975,"GALLARDO SUPER TROFEO"
7C82E20A,"Porsche 911 GT3"
7C86D12C,"{0:s} deployed a Helicopter against {1:s}"
7C8C17B6,"Unlocked at Assignment 11 UC"
7C8D88AB,""
7C9A92F1,"Ferrari F40"
7C9AE3D2,"Ferrari"
7CA8D2C9,"You have Unlocked the Ultimate Racer Pack. New car, personalization and additional SP available."
7CA9639C,"This is 2 Charlie-7, am in pursuit of high speed vehicle on Last Stallion Ranch."
7CA9639D,"Dispatch, am pursuing a 10-41 on Last Stallion Ranch."
7CA9639E,"Dispatch, I've got a 10-41 on Last Stallion Ranch, am in pursuit."
7CA9639F,"All units, I have a 10-41 moving along Last Stallion Ranch at high speed."
7CC040FA,"Unlocked at Racer Rank {0:s}"
7CD64654,"Lamborghini Gallardo Super Trofeo UC"
7CEB7E6B,"Control, I just ID'd a wanted vehicle exiting a building on Troll Pass."
7CEB7E6C,"Be advised, known Racer has exited a building and in now heading along Troll Pass."
7CF10AC3,"Fleeing in a {0:~} with {1:d} Friends"
7CF31ACC,"Complete a  Race"
7D0EE5AC,"I'm getting a race going on Riverside Drive."
7D0EE5AD,"New street race on Riverside Drive. Form a line if you're in."
7D0EE5AE,"Need a couple more Racers on Riverside Drive. We're trying to get a race going."
7D0EE5AF,"I'm setting up a new race on Riverside Drive. Who's in?"
7D34B14D,"Fleeing in a {c0} {c1}"
7D3A7F18,"New Livery"
7D63CDFF,"Hideout"
7D9D7DA6,"Tutorials / SATNAV"
7DB91EFF,"The code 3 driver's heading is Dead Tree Canyon"
7DB91F00,"Pursuit is escalating along down Dead Tree Canyon"
7DEEEA51,"ALL DRIVE"
7DF8EED6,"HELI SPIKESTRIPS HITS"
7E072919,"After a video of a street racer was posted online, dozens of other racers have begun uploading copycat videos."
7E07291A,"It appears that what was once an underground sport is now becoming a sort of viral reality show with racers embracing and even seeking out notoriety."
7E26E7C8,"SHELBY GT500"
7E36D82D,"Ferrari 458 Italia"
7E37290E,"Ferrari"
7E52985A,"Perfect Spike Strip hits: {0:s}/{1:s}"
7E5ABB3A,"You have no Recommendations. Generate some by playing Races and adding Friends."
7E734CAC,"You've completed your training.  Now pick a side to start your career."
7E8A0E61,"BEAT FRIEND {:f.1} {f.1} {:s} Leaderboard Position #{:d}"
7E8ABE1F,"All units, possible Code 3 pursuit on West Ridge Drive."
7E8ABE20,"All units, am pursuing a 10-41 on West Ridge Drive, looks like a possible Code 3 pursuit."
7E8ABE21,"All units, possible Code 3 pursuit. I have a speeding vehicle that's ignoring lights on West Ridge Drive."
7E8ABE22,"Dispatch, Dispatch, alert all units, I have a 10-41 on West Ridge Drive."
7E8FD4A7,"Ford Shelby GT500 ENF"
7EB1E30F,"Cinematics Artist"
7EBA3190,"We are closing in"
7ECB90E4,"Single Drift: {0:s}/{1:s}"
7EDFD71C,"911 GT3"
7EE236A8,"Director of Product Development"
7EE236B1,"Director - Program Management"
7EE3E354,"Suspect located. Resuming pursuit."
7EE3E355,"Dispatch, suspect reacquired. Code 3"
7EE3E356,"I have visual on the suspect. Code 3."
7EE3E357,"I've reacquired suspect. Reengaging."
7EE3E358,"I have visual, repeat, I have visual."
7EE3E359,"I have the suspect, Code 3."
7F2CC0A0,"Email Address"
7F3208E7,"The VRT will break. Just like the Cops did"
7F372AA6,"Reach Heat Level {0:s} in a Street car"
7F4AD702,"LOCALISATION PRODUCTION"
7F522AD1,"Director Product Management"
7F576A22,"All units be advised, target has altered course."
7F576A23,"Be advised, 10-44 has changed course."
7F576A24,"Suspect Racer on new heading. Stay with them."
7F576A25,"Target taking evasive manoeuvres."
7F576A26,"Target has changed course. Relaying new heading to MDCs."
7F576A27,"Be advised, suspect vehicle on new heading."
7F576A28,"Be advised, high speed suspect has changed direction."
7F576A29,"10-44 on new course."
7F8D1BCD,"All units near Kingfisher Road, move to intercept a suspected 10-44."
7F8D1BCE,"All units near Kingfisher Road,  be advised, we have a suspected Racer travelling at high speed in your area."
7F8D1BCF,"Be advised, we're getting reports of a vehicle moving at high speed on Kingfisher Road.. All nearby units move to intercept."
7FBFE6F8,"Level 1 is the standard base for all Pursuit Tech."
7FBFE6F9,"Level 2 increases the boost and duration of the Turbo, plus more chances to use it."
7FBFE6FA,"Level 3 further increases the boost and duration of the Turbo, with a shorter build-up and even more uses."
7FBFE6FB,"Level 4 is the most powerful Turbo available with the longest duration, shortest build-up, and the most uses."
7FC09634,"Events"
7FC93E79,"QA Analysts"
7FEED16F,"Jam {0:s} Racers"
7FFAB134,"Spike Strip. Rear deploying exploding Spike Strip counter measure."
801D0F82,"You went the distance."
801D0F83,"You made the finish. Good driving."
